id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed
607,Litwick,55,3,31,"ghost, fire","flash-fire, flame-body, infiltrator","acid, ember, flamethrower, solar-beam, fire-spin",50,30,55,65,55,20
608,Lampent,130,6,130,"ghost, fire","flash-fire, flame-body, infiltrator","ember, flamethrower, solar-beam, fire-spin, toxic",60,40,60,95,60,55
609,Chandelure,234,10,343,"ghost, fire","flash-fire, flame-body, infiltrator","ember, flamethrower, hyper-beam, solar-beam, fire-spin",60,55,90,145,90,80
610,Axew,64,6,180,dragon,"rivalry, mold-breaker, unnerve","scratch, guillotine, razor-wind, swords-dance, cut",46,87,60,30,40,57
611,Fraxure,144,10,360,dragon,"rivalry, mold-breaker, unnerve","scratch, guillotine, swords-dance, cut, take-down",66,117,70,40,50,67
612,Haxorus,243,18,1055,dragon,"rivalry, mold-breaker, unnerve","scratch, guillotine, swords-dance, cut, body-slam",76,147,90,60,70,97
613,Cubchoo,61,5,85,ice,"snow-cloak, slush-rush, rattled","mega-punch, ice-punch, cut, mega-kick, body-slam",55,70,40,60,40,40
614,Beartic,177,26,2600,ice,"snow-cloak, slush-rush, swift-swim","mega-punch, ice-punch, swords-dance, cut, mega-kick",95,130,80,70,80,50
615,Cryogonal,180,11,1480,ice,levitate,"bind, body-slam, take-down, mist, ice-beam",80,50,50,95,135,105
616,Shelmet,61,4,77,bug,"hydration, shell-armor, overcoat","body-slam, double-edge, acid, absorb, mega-drain",50,40,85,40,65,25
617,Accelgor,173,8,253,bug,"hydration, sticky-hold, unburden","body-slam, acid, hyper-beam, absorb, mega-drain",80,70,40,100,60,145
618,Stunfisk,165,7,110,"ground, electric","static, limber, sand-veil","tackle, water-gun, surf, thunder-shock, thunderbolt",109,66,84,81,99,32
619,Mienfoo,70,9,200,fighting,"inner-focus, regenerator, reckless","pound, double-slap, mega-punch, swords-dance, mega-kick",45,85,50,55,50,65
620,Mienshao,179,14,355,fighting,"inner-focus, regenerator, reckless","pound, double-slap, mega-punch, swords-dance, mega-kick",65,125,60,95,60,105
621,Druddigon,170,16,1390,dragon,"rough-skin, sheer-force, mold-breaker","mega-punch, fire-punch, thunder-punch, scratch, cut",77,120,90,60,90,48
622,Golett,61,10,920,"ground, ghost","iron-fist, klutz, no-guard","pound, mega-punch, fire-punch, ice-punch, thunder-punch",59,74,50,35,50,35
623,Golurk,169,28,3300,"ground, ghost","iron-fist, klutz, no-guard","pound, mega-punch, fire-punch, ice-punch, thunder-punch",89,124,80,55,80,55
624,Pawniard,68,5,102,"dark, steel","defiant, inner-focus, pressure","scratch, guillotine, swords-dance, cut, headbutt",45,85,70,40,40,60
625,Bisharp,172,16,700,"dark, steel","defiant, inner-focus, pressure","scratch, guillotine, swords-dance, cut, take-down",65,125,100,60,70,70
626,Bouffalant,172,16,946,normal,"reckless, sap-sipper, soundproof","swords-dance, cut, stomp, headbutt, horn-attack",95,110,95,40,95,55
627,Rufflet,70,5,105,"normal, flying","keen-eye, sheer-force, hustle","cut, wing-attack, whirlwind, fly, fury-attack",70,83,50,37,50,60
628,Braviary,179,15,410,"normal, flying","keen-eye, sheer-force, defiant","cut, wing-attack, whirlwind, fly, fury-attack",100,123,75,57,75,80
629,Vullaby,74,5,90,"dark, flying","big-pecks, overcoat, weak-armor","cut, gust, whirlwind, fly, fury-attack",70,55,75,45,65,60
630,Mandibuzz,179,12,395,"dark, flying","big-pecks, overcoat, weak-armor","cut, gust, whirlwind, fly, fury-attack",110,65,105,55,95,80
631,Heatmor,169,14,580,fire,"gluttony, flash-fire, white-smoke","fire-punch, thunder-punch, cut, bind, tackle",85,97,66,105,66,65
632,Durant,169,3,330,"bug, steel","swarm, hustle, truant","vice-grip, guillotine, cut, sand-attack, bite",58,109,112,48,48,109
633,Deino,60,8,173,"dark, dragon",hustle,"slam, headbutt, tackle, body-slam, take-down",52,65,50,45,50,38
634,Zweilous,147,14,500,"dark, dragon",hustle,"slam, headbutt, tackle, body-slam, take-down",72,85,70,65,70,58
635,Hydreigon,270,18,1600,"dark, dragon",levitate,"fly, slam, headbutt, tackle, body-slam",92,105,90,125,90,98
636,Larvesta,72,11,288,"bug, fire","flame-body, swarm","body-slam, take-down, thrash, double-edge, ember",55,85,55,50,55,60
637,Volcarona,248,16,460,"bug, fire","flame-body, swarm","gust, whirlwind, fly, body-slam, take-down",85,60,65,135,105,100
638,Cobalion,261,21,2500,"steel, fighting",justified,"swords-dance, cut, double-kick, body-slam, take-down",91,90,129,90,72,108
639,Terrakion,261,19,2600,"rock, fighting",justified,"swords-dance, cut, double-kick, body-slam, take-down",91,129,90,72,90,108
640,Virizion,261,20,2000,"grass, fighting",justified,"swords-dance, cut, double-kick, body-slam, take-down",91,90,72,90,129,108
641,Tornadus-Incarnate,261,15,630,flying,"prankster, defiant","gust, fly, tackle, body-slam, take-down",79,115,70,125,80,111
642,Thundurus-Incarnate,261,15,610,"electric, flying","prankster, defiant","thunder-punch, fly, tackle, body-slam, take-down",79,115,70,125,80,111
643,Reshiram,306,32,3300,"dragon, fire",turboblaze,"cut, fly, body-slam, take-down, double-edge",100,120,100,150,120,90
644,Zekrom,306,29,3450,"dragon, electric",teravolt,"thunder-punch, cut, fly, body-slam, take-down",100,150,120,120,100,90
645,Landorus-Incarnate,270,15,680,"ground, flying","sand-force, sheer-force","swords-dance, fly, tackle, body-slam, take-down",89,125,90,115,80,101
646,Kyurem,297,30,3250,"dragon, ice",pressure,"cut, fly, body-slam, take-down, roar",125,130,90,130,90,95
647,Keldeo-Ordinary,261,14,485,"water, fighting",justified,"swords-dance, cut, double-kick, take-down, double-edge",91,72,90,129,90,108
648,Meloetta-Aria,270,6,65,"normal, psychic",serene-grace,"fire-punch, ice-punch, thunder-punch, swords-dance, sing",100,77,77,128,128,90
649,Genesect,270,15,825,"bug, steel",download,"fly, flamethrower, ice-beam, blizzard, hyper-beam",71,120,95,120,95,99
650,Chespin,63,4,90,grass,"overgrow, bulletproof","thunder-punch, swords-dance, cut, vine-whip, tackle",56,61,65,48,45,38
651,Quilladin,142,7,290,grass,"overgrow, bulletproof","thunder-punch, swords-dance, cut, vine-whip, tackle",61,78,95,56,58,57
652,Chesnaught,239,16,900,"grass, fighting","overgrow, bulletproof","thunder-punch, swords-dance, cut, vine-whip, tackle",88,107,122,74,75,64
653,Fennekin,61,4,94,fire,"blaze, magician","scratch, cut, take-down, tail-whip, ember",40,45,40,62,60,60
654,Braixen,143,10,145,fire,"blaze, magician","fire-punch, thunder-punch, scratch, cut, take-down",59,59,58,90,70,73
655,Delphox,240,15,390,"fire, psychic","blaze, magician","fire-punch, thunder-punch, scratch, cut, take-down",75,69,72,114,100,104
656,Froakie,63,3,70,water,"torrent, protean","pound, cut, take-down, growl, water-gun",41,56,40,62,44,71
657,Frogadier,142,6,109,water,"torrent, protean","pound, ice-punch, swords-dance, cut, take-down",54,63,52,83,56,97
658,Greninja,239,15,400,"water, dark","torrent, protean","pound, ice-punch, swords-dance, cut, take-down",72,95,67,103,71,122
659,Bunnelby,47,4,50,normal,"pickup, cheek-pouch, huge-power","double-slap, swords-dance, cut, double-kick, tackle",38,36,38,32,36,57
660,Diggersby,148,10,424,"normal, ground","pickup, cheek-pouch, huge-power","double-slap, mega-punch, fire-punch, ice-punch, thunder-punch",85,56,77,50,77,78
661,Fletchling,56,3,17,"normal, flying","big-pecks, gale-wings","razor-wind, swords-dance, fly, tackle, take-down",45,50,43,40,38,62
662,Fletchinder,134,7,160,"fire, flying","flame-body, gale-wings","razor-wind, swords-dance, fly, tackle, take-down",62,73,55,56,52,84
663,Talonflame,175,12,245,"fire, flying","flame-body, gale-wings","razor-wind, swords-dance, fly, tackle, take-down",78,81,71,74,69,126
664,Scatterbug-Icy-Snow,40,3,25,bug,"shield-dust, compound-eyes, friend-guard","tackle, poison-powder, stun-spore, string-shot, bug-bite",38,35,40,27,25,35
665,Spewpa-Icy-Snow,75,3,84,bug,"shed-skin, friend-guard","harden, protect, iron-defense, bug-bite, struggle-bug",45,22,60,27,30,29
666,Vivillon-Meadow,185,12,170,"bug, flying","shield-dust, compound-eyes, friend-guard","gust, supersonic, psybeam, hyper-beam, solar-beam",80,52,50,90,50,89
667,Litleo,74,6,135,"fire, normal","rivalry, unnerve, moxie","headbutt, tackle, body-slam, take-down, double-edge",62,50,58,73,54,72
668,Pyroar,177,15,815,"fire, normal","rivalry, unnerve, moxie","headbutt, tackle, body-slam, take-down, double-edge",86,68,72,109,66,106
669,Flabebe-Red,61,1,1,fairy,"flower-veil, symbiosis","vine-whip, tackle, razor-leaf, solar-beam, petal-dance",44,38,39,61,79,42
670,Floette-Red,130,2,9,fairy,"flower-veil, symbiosis","vine-whip, tackle, razor-leaf, solar-beam, petal-dance",54,45,47,75,98,52
671,Florges-Red,248,11,100,fairy,"flower-veil, symbiosis","hyper-beam, solar-beam, petal-dance, toxic, psychic",78,65,68,112,154,75
672,Skiddo,70,9,310,grass,"sap-sipper, grass-pelt","vine-whip, tackle, body-slam, take-down, double-edge",66,65,48,62,57,52
673,Gogoat,186,17,910,grass,"sap-sipper, grass-pelt","vine-whip, tackle, body-slam, take-down, double-edge",123,100,62,97,81,68
674,Pancham,70,6,80,fighting,"iron-fist, mold-breaker, scrappy","karate-chop, comet-punch, mega-punch, fire-punch, ice-punch",67,82,62,46,48,43
675,Pangoro,173,21,1360,"fighting, dark","iron-fist, mold-breaker, scrappy","karate-chop, comet-punch, mega-punch, fire-punch, ice-punch",95,124,78,69,71,58
676,Furfrou-Natural,165,12,280,normal,fur-coat,"sand-attack, headbutt, tackle, take-down, tail-whip",75,80,60,65,90,102
677,Espurr,71,3,35,psychic,"keen-eye, infiltrator, own-tempo","pay-day, scratch, cut, leer, psybeam",62,48,54,63,60,68
678,Meowstic-Male,163,6,85,psychic,"keen-eye, infiltrator, prankster","pay-day, scratch, cut, leer, psybeam",74,48,76,83,81,104
679,Honedge,65,8,20,"steel, ghost",no-guard,"swords-dance, cut, tackle, toxic, screech",45,80,100,35,37,28
680,Doublade,157,8,45,"steel, ghost",no-guard,"swords-dance, cut, tackle, toxic, screech",59,110,150,45,49,35
681,Aegislash-Shield,234,17,530,"steel, ghost",stance-change,"swords-dance, cut, tackle, hyper-beam, toxic",60,50,140,50,140,60
682,Spritzee,68,2,5,fairy,"healer, aroma-veil","disable, thunderbolt, toxic, psychic, double-team",78,52,60,63,65,23
683,Aromatisse,162,8,155,fairy,"healer, aroma-veil","hyper-beam, thunderbolt, thunder, toxic, psychic",101,72,72,99,89,29
684,Swirlix,68,4,35,fairy,"sweet-veil, unburden","tackle, flamethrower, surf, string-shot, thunderbolt",62,48,66,59,57,49
685,Slurpuff,168,8,50,fairy,"sweet-veil, unburden","tackle, flamethrower, surf, hyper-beam, string-shot",82,80,86,85,75,72
686,Inkay,58,4,35,"dark, psychic","contrary, suction-cups, infiltrator","cut, bind, tackle, wrap, disable",53,54,53,37,46,45
687,Malamar,169,15,470,"dark, psychic","contrary, suction-cups, infiltrator","cut, bind, tackle, wrap, disable",86,92,88,68,75,73
688,Binacle,61,5,310,"rock, water","tough-claws, sniper, pickpocket","scratch, swords-dance, cut, sand-attack, water-gun",42,52,67,39,56,50
689,Barbaracle,175,13,960,"rock, water","tough-claws, sniper, pickpocket","scratch, swords-dance, cut, sand-attack, water-gun",72,105,115,54,86,68
690,Skrelp,64,5,73,"poison, water","poison-point, poison-touch, adaptability","tackle, take-down, tail-whip, acid, water-gun",50,60,60,60,60,30
691,Dragalge,173,18,815,"poison, dragon","poison-point, poison-touch, adaptability","tackle, take-down, tail-whip, acid, water-gun",65,75,90,97,123,44
692,Clauncher,66,5,83,water,mega-launcher,"vice-grip, swords-dance, cut, take-down, water-gun",50,53,62,58,63,44
693,Clawitzer,100,13,353,water,mega-launcher,"vice-grip, swords-dance, cut, body-slam, take-down",71,73,88,120,89,59
694,Helioptile,58,5,60,"electric, normal","dry-skin, sand-veil, solar-power","pound, razor-wind, cut, tail-whip, surf",44,38,33,61,43,70
695,Heliolisk,168,10,210,"electric, normal","dry-skin, sand-veil, solar-power","pound, mega-punch, fire-punch, thunder-punch, razor-wind",62,55,52,109,94,109
696,Tyrunt,72,8,260,"rock, dragon","strong-jaw, sturdy","stomp, horn-drill, tackle, body-slam, thrash",58,89,77,45,45,48
697,Tyrantrum,182,25,2700,"rock, dragon","strong-jaw, rock-head","stomp, horn-drill, tackle, body-slam, thrash",82,121,119,69,59,71
698,Amaura,72,13,252,"rock, ice","refrigerate, snow-warning","body-slam, take-down, growl, roar, mist",77,59,50,67,63,46
699,Aurorus,104,27,2250,"rock, ice","refrigerate, snow-warning","body-slam, take-down, growl, roar, mist",123,77,72,99,92,58
700,Sylveon,184,10,235,fairy,"cute-charm, pixilate","pay-day, cut, sand-attack, tackle, body-slam",95,65,65,110,130,60
701,Hawlucha,175,8,215,"fighting, flying","limber, unburden, mold-breaker","karate-chop, mega-punch, fire-punch, thunder-punch, swords-dance",78,92,75,74,63,118
702,Dedenne,151,2,22,"electric, fairy","cheek-pouch, pickup, plus","thunder-punch, cut, tackle, take-down, tail-whip",67,58,57,81,67,101
703,Carbink,100,3,57,"rock, fairy","clear-body, sturdy","tackle, body-slam, take-down, double-edge, hyper-beam",50,50,150,50,150,50
704,Goomy,60,3,28,dragon,"sap-sipper, hydration, gooey","tackle, body-slam, take-down, water-gun, hydro-pump",45,50,35,55,75,40
705,Sliggoo,158,8,175,dragon,"sap-sipper, hydration, gooey","tackle, body-slam, take-down, water-gun, ice-beam",68,75,53,83,113,60
706,Goodra,270,20,1505,dragon,"sap-sipper, hydration, gooey","mega-punch, fire-punch, thunder-punch, mega-kick, tackle",90,100,70,110,150,80
707,Klefki,165,2,30,"steel, fairy","prankster, magician","cut, tackle, hyper-beam, thunder-wave, toxic",57,80,91,80,87,75
708,Phantump,62,4,70,"ghost, grass","natural-cure, frisk, harvest","cut, tackle, disable, strength, leech-seed",43,70,48,50,60,38
709,Trevenant,166,15,710,"ghost, grass","natural-cure, frisk, harvest","cut, tackle, take-down, disable, hyper-beam",85,110,76,65,82,56
710,Pumpkaboo-Average,67,4,50,"ghost, grass","pickup, frisk, insomnia","disable, flamethrower, leech-seed, razor-leaf, solar-beam",49,66,70,44,55,51
711,Gourgeist-Average,173,9,125,"ghost, grass","pickup, frisk, insomnia","flamethrower, hyper-beam, leech-seed, razor-leaf, solar-beam",65,90,122,58,75,84
712,Bergmite,61,10,995,ice,"own-tempo, ice-body, sturdy","tackle, body-slam, take-down, double-edge, bite",55,69,85,32,35,28
713,Avalugg,180,20,5050,ice,"own-tempo, ice-body, sturdy","tackle, body-slam, take-down, double-edge, bite",95,117,184,44,46,28
714,Noibat,49,5,80,"flying, dragon","frisk, infiltrator, telepathy","razor-wind, cut, gust, wing-attack, whirlwind",40,30,35,45,40,55
715,Noivern,187,15,850,"flying, dragon","frisk, infiltrator, telepathy","razor-wind, cut, gust, wing-attack, whirlwind",85,70,80,97,80,123
716,Xerneas-Active,306,30,2150,fairy,fairy-aura,"cut, tackle, body-slam, take-down, roar",126,131,95,131,98,99
717,Yveltal,306,58,2030,"dark, flying",dark-aura,"razor-wind, cut, gust, fly, body-slam",126,131,95,131,98,99
718,Zygarde-50,270,50,3050,"dragon, ground",aura-break,"bind, body-slam, bite, hyper-beam, strength",108,100,121,81,95,95
719,Diancie,270,7,88,"rock, fairy",clear-body,"tackle, body-slam, take-down, hyper-beam, rock-throw",50,100,150,100,150,50
720,Hoopa,270,5,90,"psychic, ghost",magician,"fire-punch, ice-punch, thunder-punch, take-down, psybeam",80,110,60,150,130,70
721,Volcanion,270,17,1950,"fire, water",water-absorb,"cut, stomp, body-slam, take-down, double-edge",80,110,120,130,90,70
722,Rowlet,64,3,15,"grass, flying","overgrow, long-reach","swords-dance, gust, fury-attack, tackle, take-down",68,55,55,50,50,42
723,Dartrix,147,7,160,"grass, flying","overgrow, long-reach","swords-dance, gust, fury-attack, tackle, take-down",78,75,75,70,70,52
724,Decidueye,239,16,366,"grass, ghost","overgrow, long-reach","swords-dance, fury-attack, tackle, take-down, growl",78,107,75,100,100,70
725,Litten,64,4,43,fire,"blaze, intimidate","pay-day, scratch, swords-dance, double-kick, body-slam",45,65,40,60,40,70
726,Torracat,147,7,250,fire,"blaze, intimidate","pay-day, scratch, swords-dance, double-kick, body-slam",65,85,50,80,50,90
727,Incineroar,239,18,830,"fire, dark","blaze, intimidate","mega-punch, pay-day, fire-punch, thunder-punch, scratch",95,115,90,80,90,60
728,Popplio,64,4,75,water,"torrent, liquid-voice","pound, double-slap, growl, sing, water-gun",50,54,54,66,56,40
729,Brionne,147,6,175,water,"torrent, liquid-voice","pound, double-slap, body-slam, growl, sing",60,69,69,91,81,50
730,Primarina,239,18,440,"water, fairy","torrent, liquid-voice","pound, double-slap, body-slam, growl, sing",80,74,74,126,116,60
731,Pikipek,53,3,12,"normal, flying","keen-eye, skill-link, pickup","swords-dance, fly, fury-attack, take-down, growl",35,75,30,30,30,65
732,Trumbeak,124,6,148,"normal, flying","keen-eye, skill-link, pickup","swords-dance, fly, fury-attack, take-down, growl",55,85,50,40,50,75
733,Toucannon,218,11,260,"normal, flying","keen-eye, skill-link, sheer-force","swords-dance, fly, fury-attack, take-down, growl",80,120,75,75,75,60
734,Yungoos,51,4,60,normal,"stakeout, strong-jaw, adaptability","sand-attack, tackle, take-down, thrash, double-edge",48,70,30,30,30,45
735,Gumshoos,146,7,142,normal,"stakeout, strong-jaw, adaptability","fire-punch, ice-punch, thunder-punch, sand-attack, tackle",88,110,60,55,60,45
736,Grubbin,60,4,44,bug,swarm,"vice-grip, take-down, bite, string-shot, thunderbolt",47,62,45,55,45,46
737,Charjabug,140,5,105,"bug, electric",battery,"vice-grip, take-down, bite, string-shot, thunderbolt",57,82,95,55,75,36
738,Vikavolt,225,15,450,"bug, electric",levitate,"vice-grip, guillotine, fly, take-down, bite",77,70,90,145,75,43
739,Crabrawler,68,6,70,fighting,"hyper-cutter, iron-fist, anger-point","ice-punch, thunder-punch, slam, body-slam, take-down",47,82,57,42,47,63
740,Crabominable,167,17,1800,"fighting, ice","hyper-cutter, iron-fist, anger-point","ice-punch, thunder-punch, slam, body-slam, take-down",97,132,77,62,67,43
741,Oricorio-Baile,167,6,34,"fire, flying",dancer,"pound, double-slap, swords-dance, fly, take-down",75,70,70,98,70,93
742,Cutiefly,61,1,2,"bug, fairy","honey-gather, shield-dust, sweet-veil","absorb, stun-spore, toxic, psychic, double-team",40,45,40,55,40,84
743,Ribombee,162,2,5,"bug, fairy","honey-gather, shield-dust, sweet-veil","take-down, hyper-beam, absorb, solar-beam, stun-spore",60,55,60,95,70,124
744,Rockruff,56,5,92,rock,"keen-eye, vital-spirit, steadfast","swords-dance, sand-attack, tackle, body-slam, take-down",45,65,40,30,40,60
745,Lycanroc-Midday,170,8,250,rock,"keen-eye, sand-rush, steadfast","swords-dance, sand-attack, tackle, body-slam, take-down",75,115,65,55,65,112
746,Wishiwashi-Solo,61,2,3,water,schooling,"take-down, double-edge, growl, mist, water-gun",45,20,20,25,25,40
747,Mareanie,61,4,80,"poison, water","merciless, limber, regenerator","poison-sting, pin-missile, bite, hydro-pump, surf",50,53,62,43,52,45
748,Toxapex,173,7,145,"poison, water","merciless, limber, regenerator","body-slam, poison-sting, pin-missile, bite, hydro-pump",50,63,152,53,142,35
749,Mudbray,77,10,1100,ground,"own-tempo, stamina, inner-focus","stomp, double-kick, mega-kick, body-slam, take-down",70,100,70,45,55,45
750,Mudsdale,175,25,9200,ground,"own-tempo, stamina, inner-focus","stomp, double-kick, mega-kick, body-slam, take-down",100,125,100,55,85,35
751,Dewpider,54,3,40,"water, bug","water-bubble, water-absorb","headbutt, bite, water-gun, hydro-pump, surf",38,40,52,40,72,27
752,Araquanid,159,18,820,"water, bug","water-bubble, water-absorb","headbutt, body-slam, bite, water-gun, hydro-pump",68,70,92,50,132,42
753,Fomantis,50,3,15,grass,"leaf-guard, contrary","swords-dance, take-down, growth, razor-leaf, solar-beam",40,55,35,50,35,35
754,Lurantis,168,9,185,grass,"leaf-guard, contrary","swords-dance, take-down, hyper-beam, growth, razor-leaf",70,105,90,80,90,45
755,Morelull,57,2,15,"grass, fairy","illuminate, effect-spore, rain-dish","absorb, mega-drain, leech-seed, growth, solar-beam",40,35,55,65,75,15
756,Shiinotic,142,10,115,"grass, fairy","illuminate, effect-spore, rain-dish","hyper-beam, absorb, mega-drain, solar-beam, sleep-powder",60,45,80,90,100,30
757,Salandit,64,6,48,"poison, fire","corrosion, oblivious","double-slap, scratch, sand-attack, take-down, ember",48,44,40,71,40,77
758,Salazzle,168,12,222,"poison, fire","corrosion, oblivious","pound, double-slap, scratch, body-slam, take-down",68,64,60,111,60,117
759,Stufful,68,5,68,"normal, fighting","fluffy, klutz, cute-charm","mega-punch, ice-punch, thunder-punch, swords-dance, bind",70,75,50,45,50,50
760,Bewear,175,21,1350,"normal, fighting","fluffy, klutz, unnerve","mega-punch, ice-punch, thunder-punch, swords-dance, bind",120,125,80,55,60,60
761,Bounsweet,42,3,32,grass,"leaf-guard, oblivious, sweet-veil","take-down, razor-leaf, solar-beam, toxic, double-team",42,30,38,30,38,32
762,Steenee,102,7,82,grass,"leaf-guard, oblivious, sweet-veil","double-slap, stomp, take-down, razor-leaf, solar-beam",52,40,48,40,48,62
763,Tsareena,230,12,214,grass,"leaf-guard, queenly-majesty, sweet-veil","double-slap, stomp, mega-kick, take-down, hyper-beam",72,120,98,50,98,72
764,Comfey,170,1,3,fairy,"flower-veil, triage, natural-cure","bind, vine-whip, wrap, hyper-beam, leech-seed",51,52,90,82,110,100
765,Oranguru,172,15,760,"normal, psychic","inner-focus, telepathy, symbiosis","mega-punch, mega-kick, body-slam, take-down, psybeam",90,60,80,90,110,60
766,Passimian,172,20,828,fighting,"receiver, defiant","mega-punch, mega-kick, tackle, body-slam, take-down",100,120,90,40,60,80
767,Wimpod,46,5,120,"bug, water",wimp-out,"sand-attack, surf, toxic, screech, double-team",25,35,40,20,30,80
768,Golisopod,186,20,1080,"bug, water",emergency-exit,"swords-dance, sand-attack, pin-missile, surf, ice-beam",75,125,140,60,90,40
769,Sandygast,64,5,700,"ghost, ground","water-compaction, sand-veil","sand-attack, absorb, mega-drain, earthquake, toxic",55,55,80,70,45,15
770,Palossand,168,13,2500,"ghost, ground","water-compaction, sand-veil","sand-attack, body-slam, hyper-beam, absorb, mega-drain",85,75,110,100,75,35
771,Pyukumuku,144,3,12,water,"innards-out, unaware","counter, toxic, screech, double-team, recover",55,60,130,30,130,5
772,Type-Null,107,19,1205,normal,battle-armor,"razor-wind, swords-dance, tackle, take-down, double-edge",95,95,95,95,95,59
773,Silvally-Normal,257,23,1005,normal,rks-system,"razor-wind, swords-dance, tackle, take-down, double-edge",95,95,95,95,95,95
774,Minior-Red-Meteor,154,3,400,"rock, flying",shields-down,"tackle, take-down, double-edge, hyper-beam, solar-beam",60,60,100,60,100,60
775,Komala,168,4,199,normal,comatose,"swords-dance, slam, body-slam, take-down, thrash",65,115,65,75,95,65
776,Turtonator,170,20,2120,"fire, dragon",shell-armor,"mega-punch, mega-kick, tackle, body-slam, roar",60,78,135,91,85,36
777,Togedemaru,152,3,33,"electric, steel","iron-barbs, lightning-rod, sturdy","tackle, twineedle, pin-missile, hyper-beam, thunder-shock",65,98,63,40,73,96
778,Mimikyu-Disguised,167,2,7,"ghost, fairy",disguise,"scratch, swords-dance, take-down, hyper-beam, thunderbolt",55,90,80,50,105,96
779,Bruxish,166,9,190,"water, psychic","dazzling, strong-jaw, wonder-skin","swords-dance, take-down, bite, disable, water-gun",68,105,70,70,70,92
780,Drampa,170,30,1850,"normal, dragon","berserk, sap-sipper, cloud-nine","razor-wind, fly, roar, flamethrower, mist",78,60,85,135,91,36
781,Dhelmise,181,39,2100,"ghost, grass",steelworker,"swords-dance, slam, wrap, hydro-pump, surf",70,131,100,86,90,40
782,Jangmo-O,60,6,297,dragon,"bulletproof, soundproof, overcoat","swords-dance, headbutt, tackle, body-slam, take-down",45,55,65,45,45,45
783,Hakamo-O,147,12,470,"dragon, fighting","bulletproof, soundproof, overcoat","mega-punch, swords-dance, mega-kick, headbutt, tackle",55,75,90,65,70,65
784,Kommo-O,270,16,782,"dragon, fighting","bulletproof, soundproof, overcoat","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",75,110,125,100,105,85
785,Tapu-Koko,257,18,205,"electric, fairy","electric-surge, telepathy","thunder-punch, fly, roar, hyper-beam, thunder-shock",70,115,85,95,75,130
786,Tapu-Lele,257,12,186,"psychic, fairy","psychic-surge, telepathy","psybeam, hyper-beam, thunderbolt, thunder, toxic",70,85,75,130,115,95
787,Tapu-Bulu,257,19,455,"grass, fairy","grassy-surge, telepathy","mega-punch, swords-dance, whirlwind, horn-attack, roar",70,130,115,85,95,75
788,Tapu-Fini,257,13,212,"water, fairy","misty-surge, telepathy","ice-punch, mist, water-gun, hydro-pump, surf",70,75,115,95,130,85
789,Cosmog,40,2,1,psychic,unaware,"teleport, splash",43,29,31,29,31,37
790,Cosmoem,140,1,9999,psychic,sturdy,"teleport, cosmic-power",43,29,131,29,131,37
791,Solgaleo,306,34,2300,"psychic, steel",full-metal-body,"body-slam, take-down, double-edge, roar, flamethrower",137,137,107,113,89,97
792,Lunala,306,40,1200,"psychic, ghost",shadow-shield,"fly, roar, ice-beam, blizzard, hyper-beam",137,113,89,137,107,97
793,Nihilego,257,12,555,"rock, poison",beast-boost,"pound, bind, headbutt, body-slam, wrap",109,53,47,127,131,103
794,Buzzwole,257,24,3336,"bug, fighting",beast-boost,"comet-punch, mega-punch, ice-punch, thunder-punch, body-slam",107,139,139,53,53,79
795,Pheromosa,257,18,250,"bug, fighting",beast-boost,"stomp, double-kick, jump-kick, leer, ice-beam",71,137,37,137,37,151
796,Xurkitree,257,38,1000,electric,beast-boost,"thunder-punch, bind, wrap, hyper-beam, solar-beam",83,89,71,173,71,83
797,Celesteela,257,92,9999,"steel, flying",beast-boost,"fly, tackle, body-slam, double-edge, flamethrower",97,101,103,107,101,61
798,Kartana,257,3,1,"grass, steel",beast-boost,"guillotine, swords-dance, cut, razor-leaf, toxic",59,181,131,59,31,109
799,Guzzlord,257,55,8880,"dark, dragon",beast-boost,"mega-punch, stomp, mega-kick, body-slam, thrash",223,101,53,97,53,43
800,Necrozma,270,24,2300,psychic,prism-armor,"swords-dance, body-slam, hyper-beam, solar-beam, thunder-wave",97,107,101,127,89,79
801,Magearna,270,10,805,"steel, fairy",soul-heart,"body-slam, take-down, sonic-boom, ice-beam, psybeam",80,95,115,130,115,65
802,Marshadow,270,7,222,"fighting, ghost",technician,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",90,125,80,90,90,125
803,Poipole,189,6,18,poison,beast-boost,"fury-attack, pin-missile, growl, acid, peck",67,73,67,73,67,73
804,Naganadel,243,36,1500,"poison, dragon",beast-boost,"fly, fury-attack, pin-missile, growl, acid",73,73,73,127,73,121
805,Stakataka,257,55,8200,"rock, steel",beast-boost,"bind, stomp, mega-kick, tackle, body-slam",61,131,211,53,101,13
806,Blacephalon,257,18,130,"fire, ghost",beast-boost,"fire-punch, ember, flamethrower, hyper-beam, solar-beam",53,127,53,151,79,107
807,Zeraora,270,15,445,electric,volt-absorb,"mega-punch, pay-day, fire-punch, thunder-punch, scratch",88,112,75,102,80,143
808,Meltan,135,2,80,steel,magnet-pull,"headbutt, tail-whip, thunder-shock, thunderbolt, thunder-wave",46,65,65,55,35,34
809,Melmetal,270,25,8000,steel,iron-fist,"mega-punch, ice-punch, thunder-punch, mega-kick, headbutt",135,143,143,80,65,34
